"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
-118.3,33.77,18,3821,795,2831,769,2.9571,346200,"<1H OCEAN"
-117.96,33.81,34,1941,356,1021,339,4.4663,183900,"<1H OCEAN"
-118.35,34.15,52,1680,238,493,211,9.042,500001,"<1H OCEAN"
-117.91,33.64,29,1652,310,832,326,4.8098,325400,"<1H OCEAN"
-122.49,37.78,32,3028,815,1704,718,3.2028,322900,"NEAR BAY"
-120.45,34.64,30,2330,422,1255,449,3.8512,134600,"NEAR OCEAN"
-118.27,34,40,2099,599,2311,529,1.852,101500,"<1H OCEAN"
-116.95,33.79,20,2399,546,1726,542,1.8845,77700,"INLAND"
-117.66,34.06,39,1405,339,1489,336,1.608,91800,"INLAND"
-118.63,34.19,32,3568,591,1741,563,5.1529,259600,"<1H OCEAN"
-122.34,40.51,16,2247,502,1206,463,1.9946,119200,"INLAND"
-121.93,37.31,29,1377,430,969,399,2.6573,252800,"<1H OCEAN"
-121.24,37.9,16,50,10,20,6,2.625,137500,"INLAND"
-117.12,32.74,52,1969,389,877,424,3.79,163400,"NEAR OCEAN"
-117.62,34.08,24,2801,554,2064,529,4.4946,136000,"INLAND"
-118.27,33.8,38,1446,327,980,319,3.35,177700,"<1H OCEAN"
-121.97,37.25,32,2892,496,1193,492,6.131,367800,"<1H OCEAN"
-121.8,38.01,37,3058,567,1351,523,3.5179,130800,"INLAND"
-122.18,38.35,24,407,68,175,61,6.0266,216700,"INLAND"
-117.01,34.9,34,2194,519,1326,515,2.1056,72000,"INLAND"
-122.19,37.77,42,932,254,900,263,1.8039,92300,"NEAR BAY"
-119.18,34.21,29,4039,680,1677,644,4.3897,257600,"NEAR OCEAN"
-121.19,38.85,8,4114,710,2268,716,4.4085,139400,"INLAND"
-117.34,34.39,8,3579,672,2216,630,3.4038,100500,"INLAND"
-121.86,37.35,35,2391,605,1886,595,2.5551,182100,"<1H OCEAN"
-117.91,33.65,14,2598,759,1584,703,4.0417,180900,"<1H OCEAN"
-118.57,34.22,27,2795,606,1702,586,3.7798,258400,"<1H OCEAN"
-122.04,37.36,26,3298,460,1241,472,6.8753,403000,"<1H OCEAN"
-121.41,38.53,37,1058,224,588,231,2.9737,72100,"INLAND"
-119.06,34.23,23,3471,510,2002,555,5.2742,257500,"<1H OCEAN"
-118.17,33.77,38,2239,721,984,684,2.346,165600,"NEAR OCEAN"
-118.32,33.87,28,3763,762,1967,724,5.3244,271900,"<1H OCEAN"
-122.19,37.76,52,2024,391,1030,350,2.4659,94700,"NEAR BAY"
-118.27,34.06,33,1416,686,2013,614,1.9818,208300,"<1H OCEAN"
-121.01,37.68,33,3230,587,1579,560,3.5775,109700,"INLAND"
-119.24,36.33,9,3289,621,1866,631,3.1599,95000,"INLAND"
-122.17,37.45,33,1828,396,766,378,4.4531,500001,"NEAR BAY"
-118.08,34.14,42,2690,589,1149,535,3.88,281100,"INLAND"
-121.45,38.54,41,1278,308,839,280,1.4702,58300,"INLAND"
-118.14,34.02,44,1715,460,1740,423,2.7019,153300,"<1H OCEAN"
-118.13,33.84,35,3008,674,1584,671,3.5465,213200,"<1H OCEAN"
-122.29,37.81,49,844,204,560,152,1.75,75000,"NEAR BAY"
-117.1,32.83,16,4214,744,1820,699,4.3783,179500,"<1H OCEAN"
-117.76,33.53,24,2105,346,712,332,10.6349,500001,"<1H OCEAN"
-117.06,32.71,21,1864,388,1498,389,3.8194,125700,"NEAR OCEAN"
-122.09,37.69,43,500,110,273,120,3.3125,150000,"NEAR BAY"
-123.34,39.39,18,2821,628,1636,615,2.3333,84000,"<1H OCEAN"
-118.2,34.04,52,1249,307,1223,297,2.07,136300,"<1H OCEAN"
-120.86,37.69,5,6660,1217,3012,1087,3.0809,143600,"INLAND"
-122.27,37.77,23,5679,1270,2690,1151,4.7695,291700,"NEAR BAY"
-118.26,33.96,39,1542,375,1256,361,1.7167,1e+05,"<1H OCEAN"
-120.81,35.19,14,3414,802,1236,632,3.7635,336200,"NEAR OCEAN"
-118.22,33.93,39,1921,483,2286,470,3.0167,130000,"<1H OCEAN"
-121.94,37.28,27,2859,464,1144,430,5.0822,327500,"<1H OCEAN"
-118.77,34.26,26,3038,468,1825,468,5.6385,196900,"<1H OCEAN"
-117.97,33.77,22,2244,575,1543,533,2.6618,179600,"<1H OCEAN"
-118.12,33.91,36,1432,265,749,261,3.5772,207400,"<1H OCEAN"
-116.56,33.83,36,1765,399,451,264,2.6083,321900,"INLAND"
-122.5,37.76,43,2108,456,1299,447,3.1406,316200,"NEAR OCEAN"
-120.12,35.99,7,2049,482,1387,422,2.25,56200,"INLAND"
-122.28,38,26,2335,413,980,417,3.4471,178900,"NEAR BAY"
-122.81,38.36,18,2399,389,1131,391,5.2769,293900,"<1H OCEAN"
-121.97,36.96,27,4001,999,1808,945,2.561,234600,"NEAR OCEAN"
-124.17,40.75,13,2171,339,951,353,4.8516,116100,"NEAR OCEAN"
-117.33,33.67,27,4376,1003,2667,870,1.9194,100600,"<1H OCEAN"
-121.88,37.34,52,1390,365,921,352,2.1442,188900,"<1H OCEAN"
-122.2,37.79,44,1621,452,1354,491,2.619,134700,"NEAR BAY"
-118.35,33.91,25,1884,554,1337,549,2.8512,272800,"<1H OCEAN"
-120.94,37.74,35,1166,268,515,266,2.3469,90200,"INLAND"
-122.34,37.88,37,3061,930,2556,924,1.7375,350000,"NEAR BAY"
-120.12,34.6,10,2426,426,966,419,5.5106,290900,"NEAR OCEAN"
-117.89,33.98,5,3088,711,1415,641,2.5125,184500,"<1H OCEAN"
-122.9,41.46,31,1277,263,600,241,1.7292,61700,"INLAND"
-117.8,33.66,16,2542,498,1022,494,4,223400,"<1H OCEAN"
-118.01,33.96,36,1805,288,882,308,5.3054,273500,"<1H OCEAN"
-117.92,33.82,10,1548,506,1535,424,4.5057,152400,"<1H OCEAN"
-122.11,37.64,31,1487,280,854,301,5.2312,197600,"NEAR BAY"
-120.37,37.98,29,2508,591,1112,550,1.6021,91400,"INLAND"
-121.93,36.63,33,1740,342,638,329,3.1912,319800,"NEAR OCEAN"
-117.86,33.76,34,3153,561,1679,532,4.7083,205300,"<1H OCEAN"
-118.43,34.27,36,1002,250,1312,249,3.024,148000,"<1H OCEAN"
-118.22,34.23,34,3296,483,1268,478,8.4802,500001,"<1H OCEAN"
-121.49,38.56,52,1844,392,667,353,3.0033,103500,"INLAND"
-122.44,37.79,52,1979,359,648,370,5.3124,500001,"NEAR BAY"
-119.82,36.77,41,1441,274,646,296,3.0568,71300,"INLAND"
-118.38,34.03,44,1913,441,1295,432,3.9537,266400,"<1H OCEAN"
-122.58,38.59,33,1239,262,539,246,3.5208,195800,"INLAND"
-118.01,33.82,31,1960,380,1356,356,4.0625,225900,"<1H OCEAN"
-120.95,37.65,37,136,20,72,22,2.2279,225000,"INLAND"
-117.13,32.7,48,786,230,917,231,1.875,75600,"NEAR OCEAN"
-118.22,33.98,34,2283,809,3032,832,2.4387,175000,"<1H OCEAN"
-117.98,34.14,27,6341,1289,2899,1192,3.6336,235200,"INLAND"
-117.95,34.04,27,2610,846,2296,750,2.274,150800,"<1H OCEAN"
-122.39,37.57,35,520,83,185,76,6.4865,450000,"NEAR OCEAN"
-122.27,37.81,10,875,348,546,330,0.76,162500,"NEAR BAY"
-119.03,35.36,41,1944,363,977,388,3.9097,81300,"INLAND"
-122.26,41.66,17,1885,350,953,328,2.1607,61400,"INLAND"
-122.16,37.45,19,2207,810,1304,775,2.1406,402500,"NEAR BAY"
-117.25,34.51,7,3200,477,1522,470,4.6914,142200,"INLAND"
-122.1,37.69,30,3115,625,1444,568,3.7222,195800,"NEAR BAY"
-118.42,33.93,39,2988,605,1466,610,4.9286,341400,"<1H OCEAN"
-117.1,32.69,37,1269,340,1369,302,2.2102,87200,"NEAR OCEAN"
-122.31,37.53,39,1160,191,508,185,5.9539,379100,"NEAR OCEAN"
-118.1,34.07,36,3661,956,3816,931,2.5104,185000,"<1H OCEAN"
-117.1,32.58,33,393,76,330,80,4.1029,122700,"NEAR OCEAN"
-117.09,32.63,27,2920,770,1935,746,2.4148,67500,"NEAR OCEAN"
-122.4,37.76,52,1495,311,506,275,4.4375,320000,"NEAR BAY"
-117.08,32.62,16,5192,1381,3261,1321,2.2685,151900,"NEAR OCEAN"
-117.59,33.61,3,2993,429,991,390,10.0765,378200,"<1H OCEAN"
-121.46,39.4,17,3659,735,1970,667,2.425,96200,"INLAND"
-122.22,37.78,44,2968,710,2269,610,2.3906,111700,"NEAR BAY"
-119.26,34.46,30,3826,691,1656,657,4.0074,434700,"<1H OCEAN"
-119.18,34.19,36,4519,1081,4818,1061,2.8561,179100,"NEAR OCEAN"
-120.71,35.27,9,2568,421,1149,398,5.4287,331600,"NEAR OCEAN"
-115.6,32.87,3,1629,317,1005,312,4.1293,83200,"INLAND"
-122.14,37.48,36,1210,236,981,239,4.0039,148900,"NEAR BAY"
-118.24,34.01,48,396,99,485,110,2.375,107500,"<1H OCEAN"
-120.43,38.02,15,1613,299,655,251,3.6875,186000,"INLAND"
-119.93,38.72,15,2061,465,573,196,2.2417,97900,"INLAND"
-118.32,34.19,37,1335,249,485,240,4.1731,352100,"<1H OCEAN"
-121.94,38.36,2,4953,735,1791,562,5.0346,205100,"INLAND"
-118.21,33.81,45,1816,398,1524,388,3.8586,157900,"NEAR OCEAN"
-122.22,37.78,50,1920,530,1525,477,1.4886,128800,"NEAR BAY"
-118.51,34.17,31,3252,834,1411,760,3.1885,219000,"<1H OCEAN"
-122.99,39.02,14,1582,301,851,273,3.45,164100,"<1H OCEAN"
-121.56,39.52,9,818,197,358,197,1.7708,79500,"INLAND"
-120.97,37.66,21,2760,632,1260,576,2.0227,179800,"INLAND"
-122.11,37.66,35,2843,652,1726,643,3.09,174100,"NEAR BAY"
-122.41,37.74,52,1842,339,1032,357,5.5563,250800,"NEAR BAY"
-122.36,37.94,45,907,188,479,161,3.0862,79000,"NEAR BAY"
-118.19,33.77,35,1574,603,820,514,1.2321,137500,"NEAR OCEAN"
-117.92,33.57,37,3355,492,921,366,7.2988,500001,"NEAR OCEAN"
-121.99,38.48,17,1824,348,934,305,4.6719,250000,"INLAND"
-121.36,37.99,8,1801,380,684,350,4.2589,134900,"INLAND"
-116.41,33.74,17,4289,893,958,440,2.4659,177800,"INLAND"
-123.34,39.5,15,2342,535,1064,433,1.8967,96600,"INLAND"
-117.12,32.57,21,1738,295,983,298,4.8274,174100,"NEAR OCEAN"
-121.91,37.46,26,2762,496,1716,459,5.6062,226800,"<1H OCEAN"
-117.41,33.97,34,2316,365,956,389,4.337,157800,"INLAND"
-121.51,38.56,43,1048,312,1320,294,1.0649,137500,"INLAND"
-119.29,36.3,20,1157,179,572,191,5.3495,177300,"INLAND"
-122.41,37.63,39,4220,1055,2720,1046,2.639,242500,"NEAR OCEAN"
-121.33,38.04,15,1933,280,965,260,4.6477,142700,"INLAND"
-122.24,40.51,23,2216,378,1006,338,4.559,116800,"INLAND"
-121.24,37.82,9,6169,959,3378,945,5.1047,157900,"INLAND"
-117.97,33.77,20,1988,424,1277,425,2.9414,162200,"<1H OCEAN"
-117.96,33.82,32,2856,622,1499,601,3.63,183400,"<1H OCEAN"
-118.22,33.9,22,312,107,583,119,1.9423,98400,"<1H OCEAN"
-122.33,37.39,52,573,102,232,92,6.2263,500001,"NEAR OCEAN"
-118.41,33.96,32,1044,219,567,222,4.1471,284400,"<1H OCEAN"
-121.81,37.25,5,1975,520,861,440,4.4565,159000,"<1H OCEAN"
-117.37,33.19,18,975,382,650,286,1.9562,192500,"NEAR OCEAN"
-117.18,32.7,44,2655,514,1102,489,3.6759,368800,"NEAR OCEAN"
-118.26,33.78,35,1239,473,1524,387,2.0956,154700,"NEAR OCEAN"
-117.71,33.61,26,3046,726,888,663,2.6848,74100,"<1H OCEAN"
-121.38,38.68,40,67,17,50,32,1.7596,93800,"INLAND"
-118.14,33.78,42,1898,488,940,483,3.4107,233300,"NEAR OCEAN"
-118.07,34.56,5,10264,1821,5871,1790,4.2329,145500,"INLAND"
-118.46,34.32,10,5777,1112,2917,1056,4.1514,194100,"<1H OCEAN"
-121.45,38.55,19,3374,808,1412,753,1.4889,77600,"INLAND"
-117.37,34.13,12,1893,493,1054,389,2.3456,140800,"INLAND"
-117.82,33.77,32,2308,301,967,320,7.0565,324600,"<1H OCEAN"
-118.38,34.24,38,125,42,63,29,1.3594,158300,"<1H OCEAN"
-117.9,34.12,33,1788,456,1787,361,2.6629,124100,"<1H OCEAN"
-122.24,37.55,3,6164,1175,2198,975,6.7413,435900,"NEAR BAY"
-121.19,38.87,20,3118,500,1405,519,6,209400,"INLAND"
-117.62,34.15,16,13556,1704,5669,1668,6.5138,311500,"INLAND"
-121.81,37.39,34,2218,286,827,299,7.4559,456500,"<1H OCEAN"
-118.18,33.83,45,1535,274,591,276,4.2411,371700,"NEAR OCEAN"
-118.85,34.21,25,1328,209,691,228,4.9234,241400,"<1H OCEAN"
-122.29,38.19,13,7065,1259,3864,1221,4.7472,148600,"NEAR BAY"
-118.41,33.9,39,2311,404,1044,380,8.468,472100,"<1H OCEAN"
-121.42,38.63,42,1385,273,740,274,2.6055,78000,"INLAND"
-121.28,38.71,8,4053,912,2033,897,2.8973,117100,"INLAND"
-117.79,34.07,34,975,192,870,183,3.7933,116100,"INLAND"
-118.06,33.99,46,1203,219,637,211,3.3611,174400,"<1H OCEAN"
-119.77,36.8,24,3748,770,1827,719,2.7222,83100,"INLAND"
-120.99,37.8,32,2564,513,1198,459,2.9083,113400,"INLAND"
-122.09,37.21,15,1969,332,822,324,7.8774,394900,"<1H OCEAN"
-121.81,37.23,16,1674,281,850,254,5.3157,253300,"<1H OCEAN"
-118.2,33.83,35,3737,613,1305,583,7.2096,490300,"NEAR OCEAN"
-118.52,34.05,45,1814,325,709,311,4.825,500001,"<1H OCEAN"
-115.96,33.3,27,322,81,112,57,1.125,54400,"INLAND"
-119.01,34.23,11,5785,1035,2760,985,4.693,232200,"<1H OCEAN"
-117.9,33.63,26,1632,376,598,375,3.2125,455000,"<1H OCEAN"
-117.2,34.14,14,2647,524,989,479,3.1513,160000,"INLAND"
-118.42,34.02,28,3167,737,1248,665,3.1941,394700,"<1H OCEAN"
-117.73,33.49,31,5112,778,1530,648,10.3983,500001,"<1H OCEAN"
-121.2,38.36,14,2634,463,1402,432,3.8897,175700,"INLAND"
-117.08,32.67,31,3008,764,2088,757,2.5662,118200,"NEAR OCEAN"
-118.22,33.9,35,1649,424,1786,388,1.4091,105600,"<1H OCEAN"
-117.95,33.68,19,1028,191,340,159,3.6364,252800,"<1H OCEAN"
-118.08,33.88,27,3065,736,1840,719,3.6417,208100,"<1H OCEAN"
-122.45,37.71,46,2559,506,1562,498,4.3846,270600,"NEAR OCEAN"
-122.28,37.83,52,3108,813,1623,765,2.6997,126900,"NEAR BAY"
-118.09,34.01,42,897,229,1094,238,2.0729,114100,"<1H OCEAN"
-119.1,35.33,4,6640,898,3121,902,6.759,170300,"INLAND"
-122.57,38.11,32,3521,748,1706,723,3.4705,228600,"NEAR BAY"
-117.21,32.75,15,1716,702,914,672,1.0612,3e+05,"NEAR OCEAN"
-118.16,33.77,38,3235,769,1284,752,2.9384,304100,"NEAR OCEAN"
-122.47,37.79,52,2844,623,1380,596,4.75,500001,"NEAR BAY"
-122.45,37.79,52,1734,482,731,429,1.4804,425000,"NEAR BAY"
-117.28,33.92,35,3623,841,2721,766,2.1574,86900,"INLAND"
-118.14,33.96,34,2744,541,1333,503,4.0536,277200,"<1H OCEAN"
-115.57,32.83,31,1494,289,959,284,3.5282,67500,"INLAND"
-117.09,32.76,10,1922,577,1595,545,1.5208,118800,"NEAR OCEAN"
-120.47,37.3,40,3693,771,2102,742,2.1838,75000,"INLAND"
-122,37.4,35,1542,298,1164,318,5.9145,236900,"<1H OCEAN"
-118.31,34.02,43,2255,533,1568,470,1.6955,115200,"<1H OCEAN"
-122.04,36.97,40,1193,227,570,204,4.4659,237500,"NEAR OCEAN"
-122.27,37.77,52,1710,481,849,457,2.7115,220800,"NEAR BAY"
-122.48,38.9,10,304,63,161,61,2.1964,112500,"INLAND"
-118.43,34.42,13,3600,580,1799,576,6.2971,218300,"<1H OCEAN"
-118.3,33.93,35,1300,356,1216,326,1.2,99200,"<1H OCEAN"
-117.48,33.91,22,3611,666,1869,649,4.2207,141100,"INLAND"
-118.48,34.03,39,1530,401,1074,375,3.5076,381800,"<1H OCEAN"
-121.93,37.25,21,1354,289,639,273,4.5333,234200,"<1H OCEAN"
-122.61,38.42,13,7731,1360,2543,1249,4.6957,259800,"<1H OCEAN"
-122.14,37.85,27,9147,1276,3371,1269,7.3267,389900,"NEAR BAY"
-122.18,37.44,44,2237,347,948,346,8.2436,500001,"NEAR OCEAN"
-122.3,38.3,21,1108,269,524,274,2.7619,154600,"NEAR BAY"
-122.27,37.78,13,2020,535,959,486,5.2601,292700,"NEAR BAY"
-122.7,38.66,43,1384,284,582,224,3.9063,210000,"<1H OCEAN"
-122.13,37.46,37,1576,334,1385,323,2.5294,159400,"NEAR BAY"
-119.8,36.76,52,2224,418,832,406,2.3952,78400,"INLAND"
-118.25,34.22,30,2062,396,1089,375,5.5362,301200,"<1H OCEAN"
-119.25,34.28,36,2232,373,951,368,5.2261,303200,"NEAR OCEAN"
-117.93,33.76,17,3341,803,3381,825,3.371,161800,"<1H OCEAN"
-118.32,33.88,34,1803,341,947,333,5.5538,280300,"<1H OCEAN"
-121.5,39.83,15,1896,408,893,334,1.6948,87500,"INLAND"
-118.09,33.92,36,1226,211,711,219,4.5699,170800,"<1H OCEAN"
-121.77,38.67,42,2670,518,1548,534,2.2794,108900,"INLAND"
-117.35,33.98,31,4163,1242,3928,1076,1.6943,85900,"INLAND"
-117.77,33.71,15,2102,295,1060,303,7.3141,337100,"<1H OCEAN"
-118.31,33.73,33,2265,366,986,388,5.4533,409800,"NEAR OCEAN"
-117.16,33.61,3,2744,428,1223,366,4.7944,215300,"<1H OCEAN"
-121.83,37.21,14,2714,361,1259,375,7.7738,387500,"<1H OCEAN"
-117.14,32.93,16,2412,419,1612,422,4.5086,171100,"<1H OCEAN"
-118.24,34.13,45,1971,439,1245,430,4.0272,260500,"<1H OCEAN"
-122.3,37.89,52,1248,283,620,275,4.0875,221300,"NEAR BAY"
-122.27,37.83,49,1655,366,754,329,1.375,104900,"NEAR BAY"
-118.19,33.92,43,2339,487,1732,449,3.0987,139400,"<1H OCEAN"
-119.32,34.35,16,52,16,51,15,2.475,225000,"NEAR OCEAN"
-121.35,38.54,12,16239,3358,8656,3234,3.5691,116300,"INLAND"
-121.75,36.95,27,1580,303,1066,306,4.7071,202700,"<1H OCEAN"
-116.97,32.78,26,8902,1413,3941,1387,4.7943,226900,"<1H OCEAN"
-118.27,34,48,1869,461,1834,441,1.7052,107400,"<1H OCEAN"
-118.43,33.99,45,2092,451,1190,429,3.8021,323000,"<1H OCEAN"
-117.1,32.58,29,1061,202,759,206,4.8646,136800,"NEAR OCEAN"
-122.47,37.72,43,968,199,434,162,2.5333,239300,"NEAR OCEAN"
-115.9,32.69,18,414,86,98,54,1.5417,57500,"INLAND"
-116.94,32.87,24,2824,441,1480,471,5.2614,177200,"<1H OCEAN"
-124.09,40.88,31,1982,495,1052,467,1.5326,74100,"NEAR OCEAN"
-119.94,38.95,25,1789,536,1134,396,2.32,91300,"INLAND"
-117.88,34.12,36,2029,351,1327,364,4.1836,164300,"<1H OCEAN"
-122.83,39.09,26,2191,495,679,371,1.4679,94700,"INLAND"
-117.81,33.71,16,2666,387,1227,347,7.3769,302400,"<1H OCEAN"
-119.46,36.91,12,2980,495,1184,429,3.9141,123900,"INLAND"
-119.1,35.79,19,1809,477,2051,416,1.8144,49800,"INLAND"
-122.02,37.6,36,1633,345,1382,338,3.694,159600,"NEAR BAY"
-118.05,33.86,16,2851,626,1985,603,5.4089,265600,"<1H OCEAN"
-118.4,33.99,36,1280,240,704,217,5.9632,328100,"<1H OCEAN"
-119.92,34.44,17,2143,324,1073,330,6.0321,402600,"NEAR OCEAN"
-117.92,33.77,28,3614,960,3282,889,3.522,190300,"<1H OCEAN"
-120.21,36.98,21,1667,303,861,276,2.6012,92200,"INLAND"
-117.1,32.66,27,1782,560,1785,560,2.1542,106300,"NEAR OCEAN"
-117.84,33.79,37,2733,460,1378,476,5.3041,235700,"<1H OCEAN"
-118.35,34.18,46,1840,379,866,360,3.3056,230400,"<1H OCEAN"
-122.01,38.36,15,476,67,213,73,7.1053,315200,"INLAND"
-122.3,41.32,13,2300,513,1151,488,2.1571,81500,"INLAND"
-119,35.37,41,303,78,216,80,2.2212,55500,"INLAND"
-118.32,33.99,49,1407,269,889,283,1.9779,114200,"<1H OCEAN"
-117.66,34.09,20,2462,496,1117,458,3.2321,162500,"INLAND"
-118.51,34.04,40,1382,167,483,178,11.7045,500001,"<1H OCEAN"
-120.24,39.35,8,4195,725,291,115,3.4792,180800,"INLAND"
-118.01,33.82,10,3897,893,1992,693,4.1591,192300,"<1H OCEAN"
-118.41,34.02,16,5825,1866,3390,1752,3.0965,320000,"<1H OCEAN"
-118.18,33.99,36,988,337,1508,351,2.4375,154800,"<1H OCEAN"
-122.08,37.31,17,2560,396,959,400,7.8528,368900,"<1H OCEAN"
-118.35,34.02,52,427,92,233,116,3.25,134700,"<1H OCEAN"
-117.09,32.68,20,2569,737,2341,705,2.0114,104900,"NEAR OCEAN"
-122.28,37.78,50,1487,306,730,327,2.5139,219000,"NEAR BAY"
-121.27,38.11,11,3163,794,2106,762,2.4482,103000,"INLAND"
-118.07,33.9,45,1776,353,1180,337,4.6406,169200,"<1H OCEAN"
-119.03,34.24,25,3655,545,1776,544,5.687,238100,"<1H OCEAN"
-121.45,38.56,51,1250,235,452,232,2.625,121200,"INLAND"
-117.24,34.12,29,2654,667,1822,593,2.1563,72300,"INLAND"
-121.8,37.32,14,4412,924,2698,891,4.7027,227600,"<1H OCEAN"
-120.18,36.59,25,948,198,613,171,2.3026,90600,"INLAND"
-118.32,34.17,39,1995,564,1202,544,3.5875,250000,"<1H OCEAN"
-122.42,37.75,52,1207,302,1008,269,3.3816,262500,"NEAR BAY"
-124,40.92,29,1429,NA,672,266,2.9485,98800,"<1H OCEAN"
-122.02,38.26,20,3899,763,2198,779,3.2061,120400,"INLAND"
-120.79,37.41,35,2436,466,1730,469,2.2071,85900,"INLAND"
-118.16,34.19,42,2076,462,1641,436,2.2326,149200,"<1H OCEAN"
-118.39,34.02,45,1577,421,1042,375,3.4375,314500,"<1H OCEAN"
-116.96,34.83,30,1211,289,611,230,1.6667,44700,"INLAND"
-119.01,35.32,23,4870,965,2717,928,2.596,70000,"INLAND"
-118.11,33.8,36,1837,319,810,305,4.3897,235000,"<1H OCEAN"
-121.19,39.55,17,1483,284,481,211,1.4896,83300,"INLAND"
-117.89,33.83,35,2984,446,1435,455,5.6276,200800,"<1H OCEAN"
-120.81,39.02,30,806,189,326,146,2.8155,101000,"INLAND"
-121.88,36.96,18,4910,817,1971,773,5.8325,308800,"NEAR OCEAN"
-117.06,32.71,11,2397,523,1566,514,3.8687,145200,"NEAR OCEAN"
-116.38,33.71,17,12509,2460,2737,1423,4.5556,258100,"INLAND"
-118.1,33.94,33,639,129,460,118,3.1607,189000,"<1H OCEAN"
-122.26,37.86,52,2888,604,1253,538,3.3893,241700,"NEAR BAY"
-121.85,39.73,52,444,80,1107,98,3.4191,137500,"INLAND"
-121.9,36.6,33,2461,649,1234,601,2.8727,225000,"NEAR OCEAN"
-118.31,34.04,52,1277,285,954,334,2.5833,234600,"<1H OCEAN"
-122.49,37.75,48,2387,424,1041,408,3.7562,321200,"NEAR OCEAN"
-117.43,34.09,18,3172,632,1621,573,2.7437,120200,"INLAND"
-122.42,37.8,52,4079,1112,1466,1024,4.5913,500001,"NEAR BAY"
-121.43,37.76,7,2125,508,1358,464,3.6312,147600,"INLAND"
-118.41,34.27,38,858,203,1250,204,2.9219,137900,"<1H OCEAN"
-117.27,33.03,25,1787,311,1108,311,3.9826,215800,"NEAR OCEAN"
-119.82,36.76,46,2194,563,924,542,1.4028,68500,"INLAND"
-117.88,33.75,34,3004,673,5477,640,2.8342,187200,"<1H OCEAN"
-118.98,35.35,21,496,131,511,124,1.7614,33200,"INLAND"
-121.9,37.3,39,3627,666,1531,635,4.537,345900,"<1H OCEAN"
-122.05,37.89,37,1677,269,689,283,4.2625,310600,"NEAR BAY"
-121.3,38.66,21,3824,634,1818,600,3.712,139000,"INLAND"
-118.37,34.17,42,600,171,377,181,2.4107,184400,"<1H OCEAN"
-118.05,34.06,45,531,164,722,166,2.1406,162500,"<1H OCEAN"
-117.1,32.68,42,2013,568,1920,557,2.0724,107600,"NEAR OCEAN"
-119.08,34.17,32,166,22,63,29,7.3004,125000,"NEAR OCEAN"
-116.99,32.76,21,3833,595,1645,589,4.625,273500,"<1H OCEAN"
-117.88,34.14,23,2308,322,1001,317,7.5112,355500,"INLAND"
-116.98,32.74,16,3361,537,1754,578,5.1098,162300,"<1H OCEAN"
-118.35,33.97,30,1548,330,757,349,3.8056,323800,"<1H OCEAN"
-119.61,36.94,14,863,151,315,135,4.2679,151800,"INLAND"
-118.19,34.21,41,1602,228,680,225,6.553,500001,"<1H OCEAN"
-121.31,38.97,16,1210,228,726,222,2.7083,82100,"INLAND"
-119.03,35.3,10,829,146,447,173,4.1484,102900,"INLAND"
-122.91,39.06,21,1236,238,601,261,1.939,100300,"INLAND"
-121.02,36.94,33,1541,313,880,272,2.5074,117700,"INLAND"
-121.06,38.98,14,2267,355,1140,369,4.7019,212800,"INLAND"
-121.02,37.64,42,1437,307,1035,284,2.1036,88300,"INLAND"
-122.04,36.96,32,1438,306,802,293,4.1964,202000,"NEAR OCEAN"
-119.14,34.49,17,321,44,92,39,7.75,375000,"<1H OCEAN"
-119.03,35.34,34,2221,436,1131,408,3.0486,68500,"INLAND"
-121.78,37.69,34,2358,498,1157,461,3.3618,174600,"INLAND"
-121.38,38.61,34,2888,496,1168,479,3.6053,148600,"INLAND"
-118.24,34.21,32,3817,886,1888,829,3.5777,245600,"<1H OCEAN"
-117.5,33.96,12,7923,1470,4861,1385,4.2985,139200,"INLAND"
-118.35,33.85,35,1248,206,551,185,5.6426,348200,"<1H OCEAN"
-117.07,32.78,22,922,240,1524,235,1.6815,218800,"NEAR OCEAN"
-119.82,36.83,16,2868,376,1016,379,6.1175,144700,"INLAND"
-117.92,33.63,39,1469,226,553,225,7.8496,490800,"<1H OCEAN"
-116.86,33.97,11,658,131,376,120,2.3977,58000,"INLAND"
-119.77,36.74,51,1454,235,729,252,3.3125,70100,"INLAND"
-120.25,36.65,31,1177,221,744,223,2.4937,66000,"INLAND"
-117.87,33.78,19,2813,567,1334,596,4.7208,173500,"<1H OCEAN"
-119.69,36.86,20,1676,263,786,240,4,164600,"INLAND"
-117.13,32.94,15,4846,825,2797,823,4.9375,180400,"<1H OCEAN"
-119.45,35.07,45,973,183,500,177,2.6389,30000,"INLAND"
-122.5,37.76,46,2226,480,1272,468,4.2644,284100,"NEAR OCEAN"
-118.19,34.06,37,1715,456,2052,440,2.3125,116100,"<1H OCEAN"
-118.19,34.05,35,1296,307,1423,276,2.7432,135200,"<1H OCEAN"
-117.96,34.1,35,4036,904,3878,846,3.2957,141600,"INLAND"
-117.95,33.9,15,3057,479,1679,498,6.8429,372600,"<1H OCEAN"
-117.08,32.74,33,3260,673,1784,666,3.5078,126500,"NEAR OCEAN"
-117.3,34.24,38,4116,949,1196,422,3.5625,96500,"INLAND"
-122.06,37.89,21,4985,1590,2575,1458,3.1002,114300,"NEAR BAY"
-118.21,33.91,37,1073,265,1197,250,2.7109,133000,"<1H OCEAN"
