"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
-121.69,36.52,15,4037,586,1596,557,8.0922,390100,"<1H OCEAN"
-118.1,34.14,45,3066,659,1287,625,3.5804,324400,"<1H OCEAN"
-122.01,37.28,22,2038,260,773,281,9.1569,500001,"<1H OCEAN"
-122.24,37.8,52,888,168,360,175,2.1944,211500,"NEAR BAY"
-121.99,37.25,25,1743,212,604,200,10.7582,500001,"<1H OCEAN"
-117.96,33.75,25,1323,208,852,229,4.6167,237300,"<1H OCEAN"
-121.28,38.75,52,493,89,189,94,2.108,83800,"INLAND"
-122.25,37.47,35,3183,515,1313,487,5.9062,383200,"NEAR OCEAN"
-121.9,37.46,29,2385,513,1788,510,3.8421,220700,"<1H OCEAN"
-118.01,34.15,32,6597,1579,3689,1459,3.2377,184100,"INLAND"
-118.42,34.05,52,2533,402,981,386,7.8164,500001,"<1H OCEAN"
-121.93,37.13,37,1150,203,511,179,5.7415,398500,"<1H OCEAN"
-118.16,33.96,24,1635,507,2480,481,2.4432,187500,"<1H OCEAN"
-120.8,37.61,30,918,154,469,139,3.9688,175000,"INLAND"
-117.67,33.61,23,3588,577,1695,569,6.1401,243200,"<1H OCEAN"
-119.04,35.41,25,1577,310,844,309,3.0625,69400,"INLAND"
-119.09,35.3,3,2821,519,1353,495,3.6852,109800,"INLAND"
-122.53,37.9,44,2846,551,1232,537,3.8839,327200,"NEAR BAY"
-122,37.96,28,4071,713,2033,647,4.5833,190700,"INLAND"
-117.91,33.76,22,7531,1569,5254,1523,3.8506,167400,"<1H OCEAN"
-117.97,33.76,18,1862,399,1301,369,3.1771,194000,"<1H OCEAN"
-122.01,37.92,16,2638,345,1055,334,8.1163,365800,"NEAR BAY"
-123.22,40.16,27,1848,449,396,150,2.8472,41300,"INLAND"
-117.91,33.87,29,1121,NA,762,276,2.5,143800,"<1H OCEAN"
-121.82,37.25,24,3344,531,1768,541,5.8305,245600,"<1H OCEAN"
-118.14,33.76,50,2960,761,1179,718,3.5214,398100,"NEAR OCEAN"
-119.66,37.39,10,2106,410,1003,397,2.7813,124100,"INLAND"
-120.94,40.17,22,1334,261,597,222,2.2132,89200,"INLAND"
-121.34,37.98,8,2628,428,1158,393,5.3002,191700,"INLAND"
-122.49,37.76,52,2245,425,1091,409,3.5909,331200,"NEAR BAY"
-121.97,37.28,25,4707,695,1995,642,6.6437,296100,"<1H OCEAN"
-118.26,33.95,38,1387,346,1240,355,1.6898,95100,"<1H OCEAN"
-118.38,33.75,23,8277,1290,3176,1159,7.6986,500001,"NEAR OCEAN"
-120.97,38.91,7,4341,716,1978,682,4.8311,172200,"INLAND"
-121.22,37.96,30,1737,381,1177,347,1.9875,56400,"INLAND"
-118.06,33.91,36,1360,271,909,275,4.6731,173300,"<1H OCEAN"
-120,38.92,26,529,116,191,83,3.5,103600,"INLAND"
-118.14,33.93,31,3205,727,1647,664,3.3681,223900,"<1H OCEAN"
-118.37,34.05,35,2457,552,1159,523,3.0862,345300,"<1H OCEAN"
-122.62,38.73,21,1425,323,727,287,2.1474,85300,"INLAND"
-119.78,36.78,31,2164,456,959,463,2.3293,73400,"INLAND"
-118.39,33.9,7,4314,725,1699,718,8.2037,500001,"<1H OCEAN"
-117.06,32.72,31,2669,514,1626,499,3.1923,116900,"NEAR OCEAN"
-119.08,35.36,12,6442,1116,2966,1092,4.5791,123400,"INLAND"
-118.48,34.33,9,2384,395,1697,402,6.0891,270100,"<1H OCEAN"
-117.1,33.07,16,2402,336,1080,365,8.6803,347300,"<1H OCEAN"
-118.98,35.38,39,1497,383,1182,355,1.0648,50000,"INLAND"
-117.09,33.11,32,1713,321,891,286,3.1429,171600,"<1H OCEAN"
-117.79,33.69,16,3067,396,1275,372,8.7385,340000,"<1H OCEAN"
-118.18,33.83,44,1497,277,542,274,5.0052,321800,"NEAR OCEAN"
-117.79,33.77,21,4349,553,1680,519,6.9014,439000,"<1H OCEAN"
-118.8,34.19,4,15572,2222,5495,2152,8.6499,500001,"<1H OCEAN"
-122.12,37.67,33,3429,681,1798,694,3.9395,184700,"NEAR BAY"
-119.24,34.27,32,4071,888,1900,874,3.2792,220500,"NEAR OCEAN"
-118.45,34.01,40,1361,240,559,229,6.3516,354300,"<1H OCEAN"
-122.05,37.34,31,1443,215,627,222,6.6087,416500,"<1H OCEAN"
-117.82,34.12,26,3118,528,1546,545,5.27,209400,"INLAND"
-122.26,37.77,52,1704,371,663,340,4.226,275000,"NEAR BAY"
-118.17,34.03,41,2099,530,2325,528,2.1979,140800,"<1H OCEAN"
-122.01,37.83,30,3917,549,1330,544,6.5617,386600,"NEAR BAY"
-121.15,39,15,4145,691,1872,680,4.3553,220600,"INLAND"
-121.28,38.77,6,3819,550,1738,587,5.8718,201400,"INLAND"
-117.04,32.67,14,3464,683,2139,734,4.0668,137500,"NEAR OCEAN"
-122.74,38.47,16,1426,287,525,260,3.0714,161700,"<1H OCEAN"
-118.19,33.82,11,872,203,422,221,4.6364,156300,"NEAR OCEAN"
-122.39,37.74,52,126,24,37,27,10.2264,225000,"NEAR BAY"
-121.15,39.23,13,3883,763,1816,682,2.8102,144400,"INLAND"
-116.43,33.75,24,2596,438,473,237,3.7727,500001,"INLAND"
-118.16,34.04,22,2991,791,2486,754,1.5078,181900,"<1H OCEAN"
-117.19,32.83,30,2288,448,1240,469,4.0114,169800,"NEAR OCEAN"
-117.37,33.96,33,3974,548,1398,528,7.2519,216600,"INLAND"
-118.16,34.15,19,1721,290,571,278,6.6031,500001,"<1H OCEAN"
-117.41,33.95,37,1462,257,849,287,3.0542,123900,"INLAND"
-118.4,33.78,26,5005,776,2357,790,8.5421,500001,"NEAR OCEAN"
-122.48,37.59,29,5889,959,2784,923,5.3991,273000,"NEAR OCEAN"
-119.69,36.79,15,2524,451,1207,424,2.7404,76300,"INLAND"
-118.62,34.22,34,2633,471,1313,428,4.0909,232900,"<1H OCEAN"
-117.68,34.07,24,2626,692,2204,647,1.7806,135000,"INLAND"
-122.67,38.43,17,2007,400,895,403,3.2813,202700,"<1H OCEAN"
-118.23,33.96,39,405,163,686,164,1.695,94800,"<1H OCEAN"
-120.23,37.98,14,1954,368,917,316,3.1523,93300,"INLAND"
-117.77,33.7,3,3636,749,1486,696,5.5464,207500,"<1H OCEAN"
-119.19,34.2,18,3620,NA,3171,779,3.3409,220500,"NEAR OCEAN"
-117.31,34.39,15,1703,273,847,266,3.7917,123400,"INLAND"
-122.26,40.19,35,2467,469,1194,444,2.0425,63700,"INLAND"
-121.24,38.79,15,2615,485,1063,428,3.7904,173200,"INLAND"
-119.81,37.67,24,172,42,79,30,3.8333,93800,"INLAND"
-122.07,37.71,40,1808,302,746,270,5.3015,254900,"NEAR BAY"
-122.34,37.95,38,1340,298,766,241,3.2833,111700,"NEAR BAY"
-119.16,36.28,18,2377,414,1359,424,4.4,79300,"INLAND"
-121.87,37.21,18,1080,122,382,121,9.08,500001,"<1H OCEAN"
-120.13,36.87,32,2089,468,1765,427,2.234,61700,"INLAND"
-118.4,33.88,35,1753,296,615,275,7.5,500001,"<1H OCEAN"
-121.4,38.61,33,3512,825,1515,782,1.9908,118800,"INLAND"
-122.3,37.81,52,1224,237,521,159,1.191,76100,"NEAR BAY"
-117.9,34.12,35,957,194,804,221,3.3322,151400,"<1H OCEAN"
-121.28,37.82,10,9205,1774,5935,1673,3.65,119400,"INLAND"
-118.38,34.18,24,1983,651,2251,574,2.4792,2e+05,"<1H OCEAN"
-122.14,37.43,52,1383,227,551,249,6.5829,500001,"NEAR BAY"
-117.09,32.7,22,2409,582,1887,578,1.4089,94200,"NEAR OCEAN"
-118.19,33.84,44,2731,577,1396,555,4.1771,219100,"NEAR OCEAN"
-117.25,32.77,32,2021,524,973,485,3.18,362500,"NEAR OCEAN"
-119.78,36.74,15,1461,415,924,356,2.5045,90300,"INLAND"
-122.07,37.38,26,1272,306,562,284,4.5644,280200,"NEAR BAY"
-121.47,38.56,51,2083,559,874,524,2.0221,95800,"INLAND"
-122.87,38.48,27,3894,776,1832,715,3.5085,187800,"<1H OCEAN"
-118.44,34.15,38,1387,337,713,343,2.9352,304500,"<1H OCEAN"
-115.91,33.36,15,459,95,160,73,0.922,67500,"INLAND"
-117.94,33.65,20,5476,1073,2327,963,5.6637,222100,"<1H OCEAN"
-121.28,37.94,40,2806,685,2268,635,1.8814,57700,"INLAND"
-118.37,33.87,23,1829,331,891,356,6.5755,359900,"<1H OCEAN"
-122.16,37.44,34,2199,529,1193,532,4.2972,405900,"NEAR BAY"
-121.82,36.61,24,2437,438,1430,444,3.8015,169100,"<1H OCEAN"
-120.94,40.14,31,3127,664,1345,580,1.5774,58000,"INLAND"
-118.53,34.17,18,6430,1412,2897,1348,3.855,243800,"<1H OCEAN"
-118.2,34.05,50,1407,401,1526,385,2.29,121800,"<1H OCEAN"
-118.12,34.6,33,2189,497,1459,443,2.3958,94500,"INLAND"
-122.72,38.58,4,7042,1100,2936,1043,5.0555,240800,"<1H OCEAN"
-122.53,37.91,37,2524,398,999,417,7.9892,500001,"NEAR BAY"
-118.13,33.82,37,1530,290,711,283,5.1795,225400,"<1H OCEAN"
-121.83,40.69,14,821,170,477,129,3.15,87500,"INLAND"
-122.22,37.79,44,1487,314,961,272,3.5156,109500,"NEAR BAY"
-121.18,38.69,7,7104,970,2772,920,6.3528,274500,"INLAND"
-122.41,37.79,52,2909,851,1711,830,3.0296,500001,"NEAR BAY"
-117.79,33.71,16,3114,463,1641,469,6.2162,283200,"<1H OCEAN"
-117.99,33.67,12,2228,479,1122,488,4.0385,350000,"<1H OCEAN"
-122.04,37.99,36,2765,495,1478,441,4.125,136200,"NEAR BAY"
-118.99,36.07,21,983,165,672,169,2.975,63900,"INLAND"
-118.06,33.81,25,3497,513,1839,544,5.4216,263000,"<1H OCEAN"
-122.4,37.72,37,971,248,647,208,2.1187,239300,"NEAR BAY"
-121.81,37.37,24,962,146,492,155,7.2861,328000,"<1H OCEAN"
-118.23,34,35,167,60,267,55,1.5227,350000,"<1H OCEAN"
-121.54,39.08,23,1076,216,724,197,2.3598,57500,"INLAND"
-122.31,37.57,42,3157,676,1603,629,3.7422,292600,"NEAR OCEAN"
-118.28,33.94,43,1201,292,840,252,2.7917,105600,"<1H OCEAN"
-119.85,36.83,11,2497,427,1101,405,4.8036,141600,"INLAND"
-121.98,37.25,19,755,93,267,99,15,500001,"<1H OCEAN"
-117.39,33.95,36,1380,269,598,262,3.1667,122900,"INLAND"
-117.84,34.13,26,3773,694,2103,688,4.6937,198000,"INLAND"
-117.67,34.02,16,3042,524,1516,475,4.8906,178500,"INLAND"
-122.4,40.51,20,1750,352,834,340,2.485,100600,"INLAND"
-117.65,33.63,16,3388,425,1395,427,8.4471,351300,"<1H OCEAN"
-122.01,37.06,19,4113,767,2006,732,5.1121,308100,"NEAR OCEAN"
-117.81,33.74,24,2696,649,1908,626,3.3047,216900,"<1H OCEAN"
-122.42,37.79,52,3457,1021,2286,994,2.565,225000,"NEAR BAY"
-118.37,33.87,13,2907,726,1573,694,3.5048,294000,"<1H OCEAN"
-120.92,37.63,39,45,8,22,9,1.7679,450000,"INLAND"
-119.82,36.75,41,1022,209,741,213,2.0781,48800,"INLAND"
-118.84,34.16,18,6075,1056,2571,1018,5.22,399400,"<1H OCEAN"
-121.25,37.97,34,1288,344,846,293,1.7895,63100,"INLAND"
-122.01,37.4,14,4841,1130,813,517,3.7614,137500,"<1H OCEAN"
-122.41,37.76,52,2479,515,1816,496,3.0774,3e+05,"NEAR BAY"
-117.8,33.92,16,5819,986,2306,914,4.6315,277500,"<1H OCEAN"
-122.22,38.11,43,1939,353,968,392,3.1848,112700,"NEAR BAY"
-117.9,33.88,35,2062,353,991,357,5.2897,230400,"<1H OCEAN"
-121.25,38.07,28,2103,422,1167,391,3.0592,152800,"INLAND"
-118.11,33.91,22,1981,472,1231,457,4.0878,153700,"<1H OCEAN"
-118.17,33.91,39,1157,273,877,305,3.1087,171000,"<1H OCEAN"
-118.06,33.73,16,4392,602,1490,578,10.5424,500001,"<1H OCEAN"
-122.26,38.1,24,1213,395,699,386,1.3007,94600,"NEAR BAY"
-123.2,39.15,27,990,238,592,225,2.0074,96200,"<1H OCEAN"
-118.31,34.17,24,2910,917,2522,873,2.4074,219400,"<1H OCEAN"
-121.22,38.67,20,1412,226,700,227,4.05,130700,"INLAND"
-119.04,34.34,35,462,90,334,96,5.3582,281300,"<1H OCEAN"
-118.83,34.15,16,3380,731,1227,641,4.2857,233200,"NEAR OCEAN"
-118.11,33.83,36,1462,233,664,220,5.1171,225300,"<1H OCEAN"
-118.36,33.81,25,9042,2022,4458,1944,4.5592,378800,"<1H OCEAN"
-117.25,32.94,16,4755,807,1829,756,6.7694,425900,"NEAR OCEAN"
-118.22,34.11,36,2870,529,1371,565,5.2083,220900,"<1H OCEAN"
-117.95,34.09,18,1179,324,1296,331,2.851,140600,"<1H OCEAN"
-119.7,36.8,34,1768,303,888,314,3.8088,87700,"INLAND"
-117.55,33.83,6,502,76,228,65,4.2386,500001,"INLAND"
-122.03,37.95,32,1955,313,804,317,4.9485,202300,"NEAR BAY"
-118.44,34.24,36,1660,301,1225,307,4.095,184000,"<1H OCEAN"
-116.2,33.7,26,2399,625,2654,535,2.2989,60600,"INLAND"
-118.31,34.02,23,1703,397,1333,361,1.3187,127100,"<1H OCEAN"
-121.76,36.91,23,1276,437,1359,376,1.9609,155000,"<1H OCEAN"
-122,38.38,16,2509,366,1043,339,6.0704,173400,"INLAND"
-118.39,34.18,42,1957,389,985,414,2.9327,240200,"<1H OCEAN"
-118.08,33.9,44,1167,237,733,237,4.2083,168300,"<1H OCEAN"
-118.2,33.78,52,2662,893,3018,763,2.3305,162500,"NEAR OCEAN"
-119.49,34.39,17,4617,982,2303,923,3.9224,230600,"NEAR OCEAN"
-117.67,34.07,29,1840,388,1278,368,3.5036,123400,"INLAND"
-122.19,37.78,52,1070,193,555,190,3.7262,166900,"NEAR BAY"
-121.98,37.29,33,2120,349,907,336,7.5443,283000,"<1H OCEAN"
-117.23,32.72,38,2827,581,972,558,3.2361,500001,"NEAR OCEAN"
-118.24,33.99,28,312,89,498,87,2.4107,96400,"<1H OCEAN"
-119.17,34.22,29,4188,816,2783,790,4.1949,197100,"NEAR OCEAN"
-119.77,36.91,3,7520,1143,2878,1077,5.3272,174200,"INLAND"
-121.85,37.36,18,1525,485,1705,448,3.7198,128600,"<1H OCEAN"
-118.16,33.97,30,2419,715,3208,719,2.1743,176000,"<1H OCEAN"
-117.65,33.45,15,7468,1275,3033,1217,5.49,239300,"NEAR OCEAN"
-118.31,34.1,36,2288,1033,3030,890,1.5328,250000,"<1H OCEAN"
-118.16,34.03,45,894,231,925,222,2.6042,145000,"<1H OCEAN"
-118.09,33.89,27,3399,882,2465,811,3.099,166600,"<1H OCEAN"
-121.42,38.64,42,1720,382,1069,362,1.8611,60500,"INLAND"
-118.3,33.9,27,3267,762,2099,647,3.4,224100,"<1H OCEAN"
-118.28,34.05,28,1306,637,2079,598,1.4615,275000,"<1H OCEAN"
-118.43,34.14,44,1693,239,498,216,10.9237,500001,"<1H OCEAN"
-117.67,33.46,18,1679,271,783,257,5.3999,3e+05,"<1H OCEAN"
-117.07,33.01,25,2120,381,588,359,3.1187,169400,"<1H OCEAN"
-122.08,37.39,39,2210,483,1023,450,4.5833,342400,"NEAR BAY"
-118.02,33.96,36,2071,398,988,404,4.6226,219700,"<1H OCEAN"
-119.65,36.34,47,1869,357,832,315,3.0846,76100,"INLAND"
-121.71,36.78,19,2371,324,944,332,5.9175,240200,"<1H OCEAN"
-119.27,35.49,39,2649,572,1815,547,2.3533,65400,"INLAND"
-117.96,33.68,18,2594,539,817,485,2.3674,219200,"<1H OCEAN"
-117.88,33.84,31,3301,712,1532,682,3.7303,223800,"<1H OCEAN"
-118.32,34.09,27,210,98,332,112,2.5556,175000,"<1H OCEAN"
-122.07,37.66,28,2280,610,1255,587,2.6719,161200,"NEAR BAY"
-117.66,33.61,21,1932,266,860,286,7.1497,274000,"<1H OCEAN"
-117.77,33.69,14,1413,372,744,338,3.7988,184100,"<1H OCEAN"
-120.43,37.35,15,1613,203,673,213,5.9378,212200,"INLAND"
-117.07,33.72,16,4928,960,2132,853,2.7983,112500,"INLAND"
-121.71,39.71,17,2748,556,1174,514,3.066,102600,"INLAND"
-121.81,37.25,12,2070,587,1216,532,4.1926,244500,"<1H OCEAN"
-122.44,37.79,52,2083,491,1224,483,4.0882,468800,"NEAR BAY"
-118.96,34.18,16,3137,462,1384,436,6.1306,258200,"<1H OCEAN"
-118.48,34.23,30,1762,263,761,292,6.5268,273100,"<1H OCEAN"
-120.68,37.47,33,1028,226,658,197,2.3043,66300,"INLAND"
-117.99,33.67,17,1692,427,903,423,3.5859,262500,"<1H OCEAN"
-117.79,33.68,16,1998,308,818,299,6.8722,326100,"<1H OCEAN"
-118.19,33.99,35,1172,436,1741,408,2.4596,154700,"<1H OCEAN"
-117.19,34.05,33,3007,498,1252,488,3.8816,134600,"INLAND"
-119,35.31,37,1337,275,767,273,1.6522,53300,"INLAND"
-118.12,33.8,36,1257,205,530,211,5.3701,251400,"<1H OCEAN"
-119.56,36.09,35,1648,285,792,265,3.2847,64700,"INLAND"
-116.97,33.13,10,5149,851,2177,783,6.7957,287500,"<1H OCEAN"
-117.96,33.99,25,2799,388,1348,389,6.2517,311100,"<1H OCEAN"
-118.22,33.99,24,1402,482,1976,466,2.6964,163200,"<1H OCEAN"
-124.15,40.78,41,2127,358,911,349,3.1711,104200,"NEAR OCEAN"
-118.23,34.23,34,2377,362,1055,362,6,367100,"<1H OCEAN"
-118.17,34.09,45,1327,271,1069,284,3.3977,153800,"<1H OCEAN"
-118.37,34.07,52,2203,437,899,384,4.25,486900,"<1H OCEAN"
-122.26,37.77,52,2097,444,915,413,2.9899,228100,"NEAR BAY"
-117.01,33.97,18,4775,886,1868,836,2.3355,118800,"INLAND"
-117.39,33.98,37,2337,452,948,437,3.145,169100,"INLAND"
-119.69,36.79,5,2613,476,1490,481,4.0993,83000,"INLAND"
-118.14,33.9,39,1379,282,883,291,3.3375,180100,"<1H OCEAN"
-117.15,32.91,15,1613,303,702,240,4.875,169300,"<1H OCEAN"
-121.78,36.93,21,2794,662,2236,565,2.4053,178400,"<1H OCEAN"
-119.47,36.69,19,3351,589,1578,542,3.2917,160100,"INLAND"
-118.25,34.02,50,180,89,356,76,2.1944,158300,"<1H OCEAN"
-118.37,34.02,33,2263,430,900,382,4.4028,246800,"<1H OCEAN"
-119.78,36.75,43,2070,512,1925,444,1.4635,46600,"INLAND"
-118.91,35.3,28,1793,358,1233,351,2.7845,82200,"INLAND"
-118.28,34.04,25,1582,780,2390,719,1.4167,2e+05,"<1H OCEAN"
-122.19,37.76,41,921,207,522,159,1.2083,72500,"NEAR BAY"
-118.27,34.11,39,3825,916,1378,746,4.4094,352600,"<1H OCEAN"
-119.07,35.34,16,4201,786,1667,724,4.8839,134100,"INLAND"
-122.12,37.85,18,5252,686,1870,657,8.0074,454100,"NEAR BAY"
-118.29,34.05,18,3585,1661,5229,1534,1.847,250000,"<1H OCEAN"
-118.27,33.81,38,1607,337,1130,334,4.4821,190700,"<1H OCEAN"
-122.04,37.53,25,4458,922,2998,890,3.9667,218500,"NEAR BAY"
-119.8,36.86,7,6434,1201,2733,1045,3.7656,145000,"INLAND"
-122.28,37.84,49,1916,447,863,378,1.9274,122300,"NEAR BAY"
-121.67,40.61,8,2411,463,786,297,2.1513,80400,"INLAND"
-119.76,36.83,17,3690,628,1888,601,4.0196,84200,"INLAND"
-118.27,33.97,39,2569,688,2601,630,2.0754,101400,"<1H OCEAN"
-121.31,37.9,38,226,44,125,38,2.9,125000,"INLAND"
-118.1,34.58,29,2843,603,1517,573,2.6658,106900,"INLAND"
-117.23,32.72,43,952,209,392,210,2.1635,244200,"NEAR OCEAN"
-118.16,33.98,33,1196,313,1448,320,2.9375,162500,"<1H OCEAN"
-117.01,34.9,36,2181,555,1404,492,2.3077,55500,"INLAND"
-118.82,36.13,43,1281,287,534,231,2.8906,65700,"INLAND"
-119.24,35.67,32,3216,750,2639,709,2.0025,54700,"INLAND"
-118.09,34.7,6,4558,804,1543,563,2.8548,138500,"INLAND"
-118.95,35.37,34,1672,359,1059,349,2.1588,61300,"INLAND"
-118.37,33.83,35,1207,207,601,213,4.7308,353400,"<1H OCEAN"
-117.68,33.51,19,2930,428,1481,430,6.323,480800,"<1H OCEAN"
-118.35,33.92,29,736,232,584,231,3.6167,2e+05,"<1H OCEAN"
-118.19,34.03,50,1183,246,851,231,3.2639,142600,"<1H OCEAN"
-118.32,33.98,49,1993,446,1052,394,2.2138,119800,"<1H OCEAN"
-118.29,33.94,34,1089,278,995,315,2.3352,107700,"<1H OCEAN"
-118.26,34.02,40,1259,362,1499,327,1.8382,126400,"<1H OCEAN"
-122.39,37.76,52,2316,468,1047,476,4.5057,321600,"NEAR BAY"
-118.38,34.14,40,1965,354,666,357,6.0876,483800,"<1H OCEAN"
-121.67,36.93,22,569,132,542,125,2.1875,187500,"<1H OCEAN"
-117.89,33.72,23,2305,538,2493,502,3.6618,183500,"<1H OCEAN"
-120.1,39.33,9,2738,510,1193,412,4.3958,124800,"INLAND"
-122.44,37.76,52,1968,472,784,430,3.3702,370000,"NEAR BAY"
-119.84,37.48,17,2582,553,1087,423,2.5,104200,"INLAND"
-117.89,34.12,35,1447,272,1224,268,3.9934,141900,"<1H OCEAN"
-121.29,38.67,20,1992,363,889,346,3.6516,130500,"INLAND"
-118.2,34.11,52,678,173,791,186,4.0625,171300,"<1H OCEAN"
-122.81,38.46,28,3580,611,1634,567,4.745,248600,"<1H OCEAN"
-118.45,34.07,13,4284,1452,3806,1252,1.3125,350000,"<1H OCEAN"
-118.44,34.17,25,4966,1134,1941,958,3.8081,286700,"<1H OCEAN"
-118.29,33.74,30,2074,533,1311,531,2.0329,225800,"NEAR OCEAN"
-118.15,34.2,37,1997,361,1037,363,3.7932,210300,"INLAND"
-118.22,33.98,34,2225,753,2980,736,1.6685,128800,"<1H OCEAN"
-121.88,37.26,25,3025,689,1755,661,3.8893,218600,"<1H OCEAN"
-119.34,34.39,27,669,131,314,106,2.4659,231300,"NEAR OCEAN"
-118.12,34.71,46,40,10,14,7,1.125,225000,"INLAND"
-121.8,37.26,16,1868,285,995,284,5.9053,260500,"<1H OCEAN"
-122.43,37.8,52,1380,322,553,288,4.0417,500001,"NEAR BAY"
-121.29,37.98,42,625,143,533,159,2.625,65400,"INLAND"
-117.81,33.68,8,1964,413,913,406,5.1583,192200,"<1H OCEAN"
-121.57,37.01,44,1448,393,1066,357,2.0625,170300,"INLAND"
-121.91,36.97,19,4920,1092,1807,922,3.5112,231900,"NEAR OCEAN"
-118.3,33.8,8,1115,412,1472,396,3.1392,146200,"<1H OCEAN"
-121.9,37.35,42,2082,626,1396,610,3.25,185300,"<1H OCEAN"
-117.14,32.76,32,2587,681,1246,650,2.1727,145500,"NEAR OCEAN"
-117.12,32.7,36,1011,253,763,226,1.8187,84100,"NEAR OCEAN"
-118,33.92,26,2830,399,1204,404,6.1273,289600,"<1H OCEAN"
-121.29,38.03,7,2021,441,1615,406,2.5842,111300,"INLAND"
-117.01,32.79,33,4015,663,1864,664,4.3152,159300,"<1H OCEAN"
-116.22,33.74,26,4120,858,2918,815,3.3107,69400,"INLAND"
-122.17,37.73,52,1555,289,620,292,3.7159,183300,"NEAR BAY"
-122.3,37.57,36,1973,352,1169,370,5.033,270900,"NEAR BAY"
-118.13,34.19,48,2539,425,930,364,4.7269,303900,"INLAND"
-121.64,36.74,30,2628,444,1372,432,4.1696,175000,"<1H OCEAN"
-119.01,35.36,38,1838,388,1203,373,1.6797,60700,"INLAND"
-119.32,36.21,29,1220,232,619,246,3.3125,78300,"INLAND"
-118.32,33.91,35,881,159,605,170,3.6654,184500,"<1H OCEAN"
-121.25,38.64,21,2764,363,902,360,5.6864,258700,"INLAND"
-121.68,37.93,44,1014,225,704,238,1.6554,119400,"INLAND"
-121.81,37.41,25,2496,351,1034,367,7.0544,320700,"<1H OCEAN"
-122.43,37.77,52,2514,729,1428,597,2.3977,412500,"NEAR BAY"
-118.15,33.85,36,1491,259,699,266,4.0781,217300,"<1H OCEAN"
-122.46,37.63,22,6728,1382,3783,1310,5.0479,280400,"NEAR OCEAN"
-121.37,38.63,30,5996,1018,2532,1049,4.6127,151800,"INLAND"
-122.54,37.88,30,4382,732,1775,745,6.7809,414400,"NEAR BAY"
-122.24,37.85,37,334,54,98,47,4.9643,335000,"NEAR BAY"
-117.84,33.76,14,1458,423,615,365,4.2798,218800,"<1H OCEAN"
-121.08,40.19,11,919,199,69,43,1.6944,137500,"INLAND"
-117.97,33.92,32,2620,398,1296,429,5.7796,241300,"<1H OCEAN"
-116.51,33.89,21,1284,306,537,233,1.95,61000,"INLAND"
-116.86,34.31,19,1649,328,382,151,4.0556,133000,"INLAND"
-121.35,37.97,33,3656,681,1698,671,3.1406,93900,"INLAND"
-122.63,38.25,20,3460,602,1707,568,3.7115,181900,"<1H OCEAN"
-118.43,34.22,34,1588,360,1080,340,3.66,184600,"<1H OCEAN"
-117.11,32.91,15,1840,235,855,241,7.5992,310600,"<1H OCEAN"
-118.42,34,33,1139,299,734,257,3.2708,325000,"<1H OCEAN"
-119.35,36.16,21,2751,602,1496,489,2.3882,49200,"INLAND"
-118.42,33.99,23,5548,1245,2847,1229,4.4228,366900,"<1H OCEAN"
-117.92,33.61,36,1025,150,316,126,10.3048,500001,"<1H OCEAN"
-117.87,33.74,52,2411,526,2165,521,3.415,172500,"<1H OCEAN"
-118.32,33.9,35,3189,680,1882,651,3.6625,188000,"<1H OCEAN"
-122.42,40.6,5,2614,433,1275,411,3.4464,122900,"INLAND"
-117.6,33.87,18,6450,1165,3716,1113,4.2721,150300,"INLAND"
-122.45,37.77,52,2191,627,1100,585,3.0409,5e+05,"NEAR BAY"
-122.68,38.98,27,2300,508,526,254,2.1838,109700,"INLAND"
-119.03,35.42,38,2952,598,1491,568,2.6094,67900,"INLAND"
-117.16,32.8,25,1399,329,1308,355,2.5682,187500,"NEAR OCEAN"
-117.68,33.59,12,3473,466,1569,450,8.8636,314000,"<1H OCEAN"
-118.16,34.6,5,7294,1139,3123,930,4.9904,154100,"INLAND"
-118.61,34.38,2,5989,883,1787,613,6.6916,329500,"INLAND"
-116.35,34.13,9,1969,406,805,349,1.5491,62300,"INLAND"
-118.32,34.03,35,3189,935,2221,801,2.1046,114000,"<1H OCEAN"
-122.33,37.91,36,1954,513,1437,440,1.125,93800,"NEAR BAY"
-122.15,37.71,18,5778,1526,2441,1352,3.1682,202700,"NEAR BAY"
-118,33.83,24,2578,580,1217,529,2.2401,212500,"<1H OCEAN"
-117.93,33.94,28,3664,719,1820,657,4.225,224700,"<1H OCEAN"
-119.54,38.51,14,1250,272,721,234,2.35,95700,"INLAND"
-118.39,37.36,38,1813,410,902,396,2.3261,98400,"INLAND"
-118.07,34.17,36,2415,394,1215,413,5.5418,326100,"INLAND"
-117.64,34.08,35,1254,241,729,253,3.495,118000,"INLAND"
-118.11,33.75,24,1608,314,592,314,5.0926,390500,"NEAR OCEAN"
-118.2,34.11,52,1901,525,1856,480,3,156400,"<1H OCEAN"
-121.42,38.49,17,13180,2444,7235,2335,3.363,103000,"INLAND"
-117.75,33.72,10,2464,347,1241,366,8.7603,362500,"<1H OCEAN"
-120.79,37.82,17,4227,729,1809,679,3.2667,269500,"INLAND"
-117.86,33.73,23,407,108,647,96,3.775,177400,"<1H OCEAN"
-116.99,32.81,25,4436,758,1997,738,4.2386,201000,"<1H OCEAN"
-117.75,33.64,9,2499,492,1111,542,5.5342,182300,"<1H OCEAN"
