"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
-118.25,34.02,32,1311,410,1792,396,2.3304,119900,"<1H OCEAN"
-118.24,34.02,48,542,150,571,114,1.8485,90600,"<1H OCEAN"
-118.25,34.01,43,1575,475,1980,469,1.7425,100500,"<1H OCEAN"
-118.26,34.01,38,697,208,749,206,1.4653,118800,"<1H OCEAN"
-118.27,34.01,35,1672,556,2106,519,1.2206,129200,"<1H OCEAN"
-118.27,34,46,1748,428,1707,409,2.148,103800,"<1H OCEAN"
-118.26,34,41,1733,492,1776,453,1.6221,104200,"<1H OCEAN"
-118.25,34,32,1218,342,1292,304,1.5781,102900,"<1H OCEAN"
-118.25,34,34,1905,552,2194,521,1.4792,95800,"<1H OCEAN"
-118.24,34,23,588,157,716,173,1.2056,87500,"<1H OCEAN"
-118.24,34,43,863,206,788,187,0.9463,95000,"<1H OCEAN"
-118.25,34,29,1419,363,1696,317,2.2813,101300,"<1H OCEAN"
-118.27,34,43,1258,381,1276,358,1.8917,106900,"<1H OCEAN"
-118.29,34.02,26,2001,582,2044,557,1.1563,118800,"<1H OCEAN"
-118.31,34.01,39,2073,566,1246,547,2.0417,117100,"<1H OCEAN"
-118.3,34,52,1743,421,1206,384,1.6875,116000,"<1H OCEAN"
-118.3,34.01,52,1908,428,1271,394,2.5885,136200,"<1H OCEAN"
-118.29,34.01,39,751,207,1010,231,1.6036,137500,"<1H OCEAN"
-118.28,34,44,2636,725,2182,651,1.432,124000,"<1H OCEAN"
-118.29,34,52,1319,295,898,271,2.7727,128600,"<1H OCEAN"
-118.3,34,52,1296,246,853,238,3.05,111600,"<1H OCEAN"
-118.31,33.99,44,1703,358,789,249,1.7083,1e+05,"<1H OCEAN"
-118.3,33.99,47,2637,588,1903,521,1.8317,96500,"<1H OCEAN"
-118.28,33.99,49,2174,481,1861,484,1.7159,95000,"<1H OCEAN"
-118.32,34.01,50,1842,377,817,341,3.1548,157700,"<1H OCEAN"
-118.32,34.01,47,1745,371,1079,368,2.4022,123400,"<1H OCEAN"
-118.32,34.01,44,4032,913,1622,848,2.4934,165800,"<1H OCEAN"
-118.32,34,50,3250,693,2300,675,1.95,112600,"<1H OCEAN"
-118.32,34,50,2189,460,1097,469,2.4583,120900,"<1H OCEAN"
-118.33,34,47,825,187,416,173,2.3333,133300,"<1H OCEAN"
-118.33,33.99,44,1918,387,1041,364,2.8542,126500,"<1H OCEAN"
-118.32,33.99,48,1260,284,791,280,2.1875,115200,"<1H OCEAN"
-118.32,33.98,47,949,210,574,217,2.175,114700,"<1H OCEAN"
-118.34,33.99,34,397,132,250,121,1.675,166700,"<1H OCEAN"
-118.32,33.97,52,1778,320,795,279,3.5114,138800,"<1H OCEAN"
-118.33,33.97,47,1830,369,922,377,4.1635,156400,"<1H OCEAN"
-118.34,34.02,44,1527,246,608,245,4.0357,187800,"<1H OCEAN"
-118.35,34.02,34,3978,1073,2725,1035,1.7622,167900,"<1H OCEAN"
-118.31,33.99,49,857,196,694,228,2.895,108000,"<1H OCEAN"
-118.31,33.98,52,1975,379,1043,371,2.3977,112200,"<1H OCEAN"
-118.29,33.98,44,2261,555,1348,455,1.9125,97200,"<1H OCEAN"
-118.3,33.98,48,2010,445,1208,404,1.6611,95800,"<1H OCEAN"
-118.29,33.98,46,1118,300,786,254,1.4042,110000,"<1H OCEAN"
-118.28,33.98,19,883,313,726,277,0.9809,121400,"<1H OCEAN"
-118.29,33.98,30,1162,318,1207,289,1.223,1e+05,"<1H OCEAN"
-118.28,33.97,35,2305,634,1978,568,1.375,1e+05,"<1H OCEAN"
-118.29,33.97,43,2660,672,2133,588,1.7734,107300,"<1H OCEAN"
-118.3,33.97,42,944,200,567,190,2.6311,124100,"<1H OCEAN"
-118.31,33.96,43,2149,493,1316,462,1.528,131800,"<1H OCEAN"
-118.31,33.96,46,1686,303,870,320,3.4643,136300,"<1H OCEAN"
-118.31,33.96,48,2015,356,1020,338,4.0625,138700,"<1H OCEAN"
-118.28,33.96,41,1175,340,1241,352,1.2273,98400,"<1H OCEAN"
-118.29,33.96,31,4022,1208,3707,1007,1.3096,116300,"<1H OCEAN"
-118.27,33.98,30,1966,584,2028,535,1.625,101500,"<1H OCEAN"
-118.27,33.99,41,656,162,730,170,1.8047,101800,"<1H OCEAN"
-118.27,33.98,44,1722,457,2177,401,2.125,92500,"<1H OCEAN"
-118.26,33.97,44,1246,308,1031,295,1.9556,96300,"<1H OCEAN"
-118.26,33.97,46,1521,352,1100,334,1.55,100600,"<1H OCEAN"
-118.26,33.97,46,1086,249,880,250,1.5962,95700,"<1H OCEAN"
-118.27,33.97,45,1546,371,1186,366,1.64,96800,"<1H OCEAN"
-118.27,33.96,42,796,203,697,177,2.037,92600,"<1H OCEAN"
-118.26,33.95,44,1513,369,1088,344,1.2969,94400,"<1H OCEAN"
-118.28,33.95,40,2044,538,2150,524,2.1437,94800,"<1H OCEAN"
-118.29,33.95,32,721,205,842,208,1.6029,89700,"<1H OCEAN"
-118.29,33.95,40,2808,695,2357,627,1.9655,102300,"<1H OCEAN"
-118.29,33.95,39,1701,428,1468,411,1.9702,93200,"<1H OCEAN"
-118.27,33.95,35,2073,494,1753,490,1.5,93600,"<1H OCEAN"
-118.25,33.95,35,1405,326,1086,273,1.0375,89800,"<1H OCEAN"
-118.26,33.95,44,1771,378,1296,399,1.6389,96700,"<1H OCEAN"
-118.25,33.94,37,1002,270,1092,273,1.6333,94500,"<1H OCEAN"
-118.27,33.94,38,1314,318,1080,285,1.5872,89800,"<1H OCEAN"
-118.26,33.93,35,1562,403,1587,406,1.4917,93200,"<1H OCEAN"
-118.27,33.94,34,721,165,661,171,2.0789,92400,"<1H OCEAN"
-118.28,33.93,21,847,278,1283,277,1.4329,94100,"<1H OCEAN"
-118.28,33.94,9,456,130,438,114,0.8952,81300,"<1H OCEAN"
-118.29,33.93,41,896,198,605,168,2.2778,128100,"<1H OCEAN"
-118.28,33.92,39,1274,282,975,277,1.5114,90400,"<1H OCEAN"
-118.28,33.93,45,529,112,448,120,3.5833,90600,"<1H OCEAN"
-118.28,33.93,52,117,33,74,45,0.4999,90600,"<1H OCEAN"
-118.25,33.93,36,2452,734,2664,667,0.9298,1e+05,"<1H OCEAN"
-118.25,33.93,42,819,233,899,228,1.1346,85400,"<1H OCEAN"
-118.24,33.94,37,869,241,1040,233,2,84200,"<1H OCEAN"
-118.23,33.94,36,1110,NA,1417,302,2.3333,92100,"<1H OCEAN"
-118.24,33.94,30,940,211,1071,204,1.2679,92000,"<1H OCEAN"
-118.23,33.93,36,501,123,487,118,1.3,87000,"<1H OCEAN"
-118.39,34.12,29,6447,1012,2184,960,8.2816,500001,"<1H OCEAN"
-118.42,34.12,27,2089,303,654,270,12.3767,500001,"<1H OCEAN"
-118.45,34.1,31,6675,842,2092,796,11.8442,500001,"<1H OCEAN"
-118.47,34.1,32,8041,1141,2768,1106,11.1978,500001,"<1H OCEAN"
-118.52,34.04,47,1985,315,819,340,6.5147,500001,"<1H OCEAN"
-118.54,34.06,21,3755,525,1493,526,11.4233,500001,"<1H OCEAN"
-118.55,34.03,35,9075,1858,3646,1724,6.0307,500001,"<1H OCEAN"
-118.52,34.04,42,993,130,368,134,10.8082,500001,"<1H OCEAN"
-118.52,34.04,43,2167,254,761,256,13.6842,500001,"<1H OCEAN"
-118.47,34.06,45,3030,433,916,399,9.4664,500001,"<1H OCEAN"
-118.46,34.05,21,3639,1002,1489,983,4.6197,387500,"<1H OCEAN"
-118.47,34.05,27,4401,1033,1725,962,4.175,500001,"<1H OCEAN"
-118.44,34.06,14,520,292,282,213,2.2857,500001,"<1H OCEAN"
-118.44,34.05,18,4780,1192,1886,1036,4.4674,500001,"<1H OCEAN"
-118.42,34.06,40,2933,565,1077,536,6.1527,500001,"<1H OCEAN"
-118.43,34.06,20,4600,1018,1675,932,5.1999,500001,"<1H OCEAN"
-118.42,34.06,52,1881,334,640,321,6.871,500001,"<1H OCEAN"
-118.44,34.05,22,3970,871,1588,791,4.8618,500001,"<1H OCEAN"
-118.45,34.04,22,3319,1045,1848,940,3.6673,283300,"<1H OCEAN"
-118.46,34.05,25,6902,2138,3136,1844,2.6509,410000,"<1H OCEAN"
-118.44,34.04,31,2670,662,1535,631,3.0714,347800,"<1H OCEAN"
-118.41,34.05,16,9728,2211,3026,1899,5.8758,500001,"<1H OCEAN"
-118.4,34.04,40,2079,268,720,282,9.272,500001,"<1H OCEAN"
-118.42,34.04,52,1358,272,574,267,5.6454,500001,"<1H OCEAN"
-118.4,34.05,43,1028,145,394,149,10.4519,500001,"<1H OCEAN"
-118.38,34.04,36,3005,771,2054,758,2.0437,309100,"<1H OCEAN"
-118.41,34.03,24,3711,1192,1764,1147,3.1642,366700,"<1H OCEAN"
-118.39,34.03,19,1450,509,746,437,3.1415,55000,"<1H OCEAN"
-118.39,34.03,39,1366,375,1237,370,3.7206,230900,"<1H OCEAN"
-118.42,34.03,44,904,176,358,158,3.3542,344200,"<1H OCEAN"
-118.45,34.03,41,2083,528,993,481,4.0231,353900,"<1H OCEAN"
-118.44,34.02,39,3278,632,1321,617,6.2917,465700,"<1H OCEAN"
-118.43,34.02,38,2172,437,830,368,3.9091,500001,"<1H OCEAN"
-118.43,34.02,42,1528,244,634,242,8.1631,500001,"<1H OCEAN"
-118.43,34.02,41,2403,516,1001,514,4.3906,500001,"<1H OCEAN"
-118.41,34.03,20,4374,1311,2165,1185,3.6019,463600,"<1H OCEAN"
-118.43,34,30,2148,597,1341,559,3.3995,324000,"<1H OCEAN"
-118.42,34.01,29,1996,489,960,449,3.6611,344200,"<1H OCEAN"
-118.46,34,36,1392,260,679,247,4.7344,346900,"<1H OCEAN"
-118.47,34,41,2331,636,1839,537,2.288,263500,"<1H OCEAN"
-118.46,34,39,614,174,538,159,2.3542,235700,"<1H OCEAN"
-118.47,33.99,34,1875,501,1491,526,2.8417,321400,"<1H OCEAN"
-118.51,33.98,40,1901,679,865,587,2.3417,425000,"<1H OCEAN"
-118.48,33.99,46,2219,686,1107,590,2.5523,387500,"<1H OCEAN"
-118.47,33.99,37,2155,721,1082,637,3.4071,267500,"<1H OCEAN"
-118.47,33.99,24,1438,454,665,416,2.975,500001,"<1H OCEAN"
-118.5,33.97,52,709,329,388,313,2.2643,350000,"<1H OCEAN"
-118.46,33.99,52,1158,253,528,253,3.5234,334700,"<1H OCEAN"
-118.46,34,52,888,206,376,194,3.875,372000,"<1H OCEAN"
-118.45,34,48,1923,408,1142,433,4.575,326700,"<1H OCEAN"
-118.45,33.99,52,1829,472,779,424,3.1607,339000,"<1H OCEAN"
-118.46,33.98,19,2520,726,964,663,3.8068,500001,"<1H OCEAN"
-118.46,33.97,18,9430,2473,3408,2003,6.1726,500001,"<1H OCEAN"
-118.38,33.97,43,2715,458,1151,434,7.4897,362600,"<1H OCEAN"
-118.39,33.97,43,2700,510,1146,506,5.1333,345900,"<1H OCEAN"
-118.41,33.96,44,1802,306,753,282,6.0286,356000,"<1H OCEAN"
-118.41,33.97,43,1464,224,581,232,6.2022,365900,"<1H OCEAN"
-118.43,33.96,38,1104,216,415,163,6.1985,422000,"<1H OCEAN"
-118.43,33.97,16,70,7,17,4,7.7197,500001,"<1H OCEAN"
-118.4,33.96,43,2416,454,1028,409,5.6732,330700,"<1H OCEAN"
-118.37,33.97,41,1833,355,847,348,5.726,287800,"<1H OCEAN"
-118.37,33.95,5,6955,2062,3591,1566,3.111,247600,"<1H OCEAN"
-118.4,33.96,44,1138,228,497,228,4.1852,303300,"<1H OCEAN"
-118.29,33.9,42,1273,309,1203,348,4.4636,162000,"<1H OCEAN"
-118.29,33.92,23,2503,532,1735,505,2.7368,162800,"<1H OCEAN"
-118.28,33.88,19,2758,675,2047,591,2.6618,179700,"<1H OCEAN"
-118.29,33.89,35,2810,614,1578,601,3.59,200600,"<1H OCEAN"
-118.31,33.8,30,3096,757,2048,704,3.125,233300,"<1H OCEAN"
-118.28,33.79,36,1989,458,1668,455,3.3009,168000,"<1H OCEAN"
-118.3,33.79,21,1068,283,1180,274,2.5,157500,"<1H OCEAN"
-118.27,33.79,39,1417,359,1450,367,2.8462,172000,"<1H OCEAN"
-118.25,33.79,39,981,286,1183,298,1.9208,139800,"NEAR OCEAN"
-118.23,33.78,20,59,24,69,23,2.5588,350000,"NEAR OCEAN"
-118.27,33.76,46,22,11,32,7,3.125,112500,"NEAR OCEAN"
-118.28,33.75,18,393,189,429,188,1.8393,187500,"NEAR OCEAN"
-118.28,33.74,16,855,271,486,250,0.7591,350000,"NEAR OCEAN"
-118.29,33.74,29,1503,411,1368,390,2.1473,195300,"NEAR OCEAN"
-118.29,33.73,21,2492,711,1699,672,2.1382,242300,"NEAR OCEAN"
-118.29,33.73,30,2835,711,1669,652,3.3616,268500,"NEAR OCEAN"
-118.31,33.72,26,2711,508,1372,459,4.1451,326700,"NEAR OCEAN"
-118.29,33.71,40,1644,471,780,416,3.1071,464300,"NEAR OCEAN"
-118.23,34.24,31,3857,607,1695,572,7.642,396400,"<1H OCEAN"
-118.25,34.23,34,2421,475,1232,454,4.6852,296200,"<1H OCEAN"
-118.26,34.24,42,890,179,555,200,4.4821,271900,"<1H OCEAN"
-118.26,34.23,33,1805,303,838,301,5.4306,326600,"<1H OCEAN"
-118.24,34.22,34,1722,406,926,371,4.1523,252000,"<1H OCEAN"
-118.23,34.21,50,309,47,121,45,6.213,285000,"<1H OCEAN"
-118.23,34.2,51,1477,280,750,295,5.3925,317900,"<1H OCEAN"
-118.24,34.22,36,2507,517,1232,470,5.529,241300,"<1H OCEAN"
-118.23,34.18,45,2332,NA,943,339,8.1132,446600,"<1H OCEAN"
-118.19,34.16,49,1788,267,735,266,6.6009,375700,"<1H OCEAN"
-118.23,34.15,26,1649,522,1332,483,3.1004,257100,"<1H OCEAN"
-118.25,34.16,52,2477,385,993,371,4.9135,368100,"<1H OCEAN"
-118.26,34.16,17,2943,769,1312,656,3.1484,187500,"<1H OCEAN"
-118.26,34.16,20,3407,885,1883,870,3.7321,351100,"<1H OCEAN"
-118.28,34.17,52,2332,433,1135,440,5.5658,331200,"<1H OCEAN"
-118.27,34.18,52,3034,406,1158,399,6.2976,498400,"<1H OCEAN"
-118.28,34.18,47,2243,339,911,319,7.4046,446800,"<1H OCEAN"
-118.29,34.17,17,3852,1066,2986,993,2.3482,255400,"<1H OCEAN"
-118.3,34.17,30,48,14,74,16,5.0056,162500,"<1H OCEAN"
-118.29,34.16,35,1257,318,764,319,3.2083,238000,"<1H OCEAN"
-118.3,34.16,40,1875,460,869,438,3.2321,243600,"<1H OCEAN"
-118.27,34.16,47,1453,356,787,345,3.0114,255500,"<1H OCEAN"
-118.27,34.16,48,1301,253,637,260,4.3438,252700,"<1H OCEAN"
-118.24,34.16,52,850,162,493,160,6.9408,298800,"<1H OCEAN"
-118.24,34.15,17,5282,1605,4116,1574,3.052,209800,"<1H OCEAN"
-118.24,34.15,19,4852,1465,3171,1332,2.5924,192900,"<1H OCEAN"
-118.23,34.14,25,2864,844,1745,803,2.9167,224300,"<1H OCEAN"
-118.25,34.15,13,1107,479,616,443,0.8185,187500,"<1H OCEAN"
-118.27,34.14,10,1060,332,1025,288,3.0074,175000,"<1H OCEAN"
-118.26,34.13,37,1383,470,1185,451,2.5,207100,"<1H OCEAN"
-118.25,34.14,13,3487,1131,3749,1072,2.1602,221900,"<1H OCEAN"
-118.25,34.14,25,5980,1856,5217,1772,2.506,184500,"<1H OCEAN"
-118.25,34.13,22,2340,773,2226,754,2.5417,217500,"<1H OCEAN"
-118.34,34.19,41,1524,393,1176,375,2.875,192400,"<1H OCEAN"
-118.32,34.19,37,1519,331,613,315,3.0179,272500,"<1H OCEAN"
-118.3,34.18,13,7174,1997,4293,1872,3.0973,251900,"<1H OCEAN"
-118.34,34.19,48,814,165,490,176,3.1406,223100,"<1H OCEAN"
-118.33,34.18,45,1552,315,785,316,3.7411,235500,"<1H OCEAN"
-118.33,34.18,49,1969,377,977,367,3.8462,231300,"<1H OCEAN"
-118.35,34.17,42,1604,326,814,329,4.4408,216000,"<1H OCEAN"
-118.35,34.16,45,1390,281,538,270,4.2212,293800,"<1H OCEAN"
-118.34,34.16,46,1396,294,608,246,3.692,244500,"<1H OCEAN"
-118.34,34.15,16,1586,377,625,344,4.0893,450000,"<1H OCEAN"
-118.33,34.16,23,1359,428,770,380,3.4016,234600,"<1H OCEAN"
-118.32,34.16,46,2345,453,1031,427,4.3173,278300,"<1H OCEAN"
-118.43,34.3,33,2443,498,1601,484,4.0223,146000,"<1H OCEAN"
-118.42,34.29,34,1489,326,1389,313,3.4821,160300,"<1H OCEAN"
-118.44,34.29,30,1632,401,1357,401,3.1588,160100,"<1H OCEAN"
-118.44,34.28,38,1156,305,1359,289,2.5147,137100,"<1H OCEAN"
-117.76,34.13,8,16759,2274,7249,2156,7.4837,358700,"INLAND"
-117.83,34.14,26,8254,1153,3460,1131,6.5253,349900,"INLAND"
-117.91,34.14,42,2225,485,1544,464,2.2442,166700,"INLAND"
-117.88,34.13,33,3713,718,2106,720,4.0023,185500,"<1H OCEAN"
-117.87,34.15,37,2655,415,1056,401,5.4224,269500,"INLAND"
-117.85,34.12,30,4367,1033,2524,954,3.0448,192100,"INLAND"
-117.84,34.11,17,3499,621,1911,621,4.8894,191700,"INLAND"
-117.76,34.1,28,4086,871,1973,853,2.621,202200,"INLAND"
-117.78,34.09,32,2643,516,1862,478,3.7177,177200,"INLAND"
-117.76,34.12,16,9020,1509,3575,1486,4.2415,275700,"INLAND"
-117.77,34.1,50,2388,494,1241,459,2.8818,167200,"INLAND"
-117.77,34.11,28,1998,414,1124,389,3.75,180900,"INLAND"
-117.72,34.1,46,2477,458,1034,455,5.5,289700,"INLAND"
-117.71,34.08,26,2744,494,1411,465,4.2639,154200,"INLAND"
-117.72,34.09,36,1473,328,785,299,3.2566,151800,"INLAND"
-117.73,34.09,36,1543,297,1355,303,3.5313,117800,"INLAND"
-117.75,34.08,33,1067,194,600,201,4.0368,139100,"INLAND"
-117.74,34.07,42,2504,553,1550,509,3.0294,135700,"INLAND"
-117.74,34.06,48,2438,599,1508,548,2.8983,129200,"INLAND"
-117.73,34.08,28,5173,1069,3502,954,3.8438,130800,"INLAND"
-117.74,34.05,27,852,237,1024,221,2.1141,110900,"INLAND"
-117.73,34.03,42,1967,378,1459,348,3.0375,118100,"INLAND"
-117.75,34.04,22,2948,636,2600,602,3.125,113600,"INLAND"
-117.76,34.04,36,2242,448,2052,447,3.4464,113000,"INLAND"
-117.85,34,26,2712,402,1389,377,5.6513,227900,"<1H OCEAN"
-117.78,34.03,8,32054,5290,15507,5050,6.0191,253900,"<1H OCEAN"
-117.87,34.04,7,27700,4179,15037,4072,6.6288,339700,"<1H OCEAN"
-117.86,34.02,19,6300,937,3671,943,5.9716,262100,"<1H OCEAN"
-117.86,34.01,16,4632,NA,3038,727,5.1762,264400,"<1H OCEAN"
-117.85,34.06,24,3128,497,1406,472,7.5286,462700,"<1H OCEAN"
-117.85,34.08,23,1160,166,467,178,8.105,386200,"<1H OCEAN"
-117.85,34.07,32,761,101,295,95,11.1077,500001,"<1H OCEAN"
-117.86,34.09,29,3855,585,2205,609,5.5496,218200,"<1H OCEAN"
-117.88,34.09,29,3416,790,2223,728,3.5109,186000,"<1H OCEAN"
-117.88,34.12,34,912,165,522,150,4.0417,178000,"<1H OCEAN"
-117.89,34.11,36,806,147,446,153,4.5221,151300,"<1H OCEAN"
-117.88,34.13,25,2559,654,1674,623,2.8547,155600,"<1H OCEAN"
-117.9,34.12,33,1555,361,1571,386,4.0529,138200,"<1H OCEAN"
-117.92,34.13,42,1762,398,1526,365,2.8643,132600,"INLAND"
-117.98,34.1,22,5661,1209,5389,1178,3.7727,159700,"INLAND"
-117.97,34.1,26,1399,277,1285,276,4,160100,"INLAND"
-117.96,34.08,39,1076,338,1242,332,2.2679,151800,"<1H OCEAN"
-117.96,34.08,33,4151,850,3563,848,3.1912,159900,"<1H OCEAN"
-117.94,34.09,21,2707,675,1742,626,2.1062,176700,"<1H OCEAN"
-117.94,34.08,35,2393,417,1336,418,4.87,187700,"<1H OCEAN"
-117.95,34.07,37,1987,399,1279,378,4.1172,176500,"<1H OCEAN"
-117.92,34.08,35,2108,408,1257,414,4.1312,185200,"<1H OCEAN"
-117.93,34.08,36,1788,317,1139,320,4.125,185800,"<1H OCEAN"
-117.91,34.08,35,1443,266,861,262,3.5795,186900,"<1H OCEAN"
-117.92,34.1,33,1921,397,1492,393,4.375,150500,"<1H OCEAN"
-117.89,34.1,35,3185,544,1858,564,3.8304,175900,"<1H OCEAN"
-117.89,34.09,35,1205,330,583,319,2.3971,188900,"<1H OCEAN"
-117.88,34.08,30,6132,1538,3147,1449,2.7763,187800,"<1H OCEAN"
-117.9,34.08,32,5482,1251,3426,1117,3.2943,204400,"<1H OCEAN"
-117.87,34.06,25,3652,470,1525,484,10.1248,428500,"<1H OCEAN"
-117.88,34.06,23,6689,1124,3081,1047,5.9254,491200,"<1H OCEAN"
-117.89,34.07,35,1439,261,804,271,3.9808,188600,"<1H OCEAN"
-117.89,34.07,35,834,137,392,123,4.5179,218800,"<1H OCEAN"
-117.92,34.07,29,1699,399,1052,411,3.2122,195500,"<1H OCEAN"
-117.92,34.07,38,175,22,129,20,9.7066,182500,"<1H OCEAN"
-117.95,34.06,32,2252,415,1370,411,4.6312,184800,"<1H OCEAN"
-117.97,34.05,36,931,160,746,201,3.1667,158000,"<1H OCEAN"
-117.96,34.03,35,1623,331,1462,312,3.9803,152600,"<1H OCEAN"
-117.95,34.05,35,1309,276,1113,253,4.375,156500,"<1H OCEAN"
-117.96,34.05,32,1993,388,1385,380,3.7258,181900,"<1H OCEAN"
-117.94,34.04,34,1403,274,977,257,3.8409,163000,"<1H OCEAN"
-117.95,34.05,31,2349,539,2028,521,3.494,154500,"<1H OCEAN"
-117.94,34.04,33,1493,331,1571,354,3.8864,158900,"<1H OCEAN"
-117.93,34.03,35,2160,399,1694,403,3.8581,163100,"<1H OCEAN"
-117.93,34.03,30,2246,446,1837,431,4.7917,164500,"<1H OCEAN"
-117.93,34.04,23,6361,1168,4580,1109,4.9342,181000,"<1H OCEAN"
-117.92,34.05,36,2241,419,1743,448,4.6587,161900,"<1H OCEAN"
-117.88,34,21,5459,1086,3394,1087,3.6308,192100,"<1H OCEAN"
-117.99,34.04,30,4468,959,4027,938,3.185,168300,"<1H OCEAN"
-117.98,34.02,33,3512,632,1971,598,4.4653,193200,"<1H OCEAN"
-117.98,34.01,27,2643,418,1344,381,5.7057,262100,"<1H OCEAN"
-117.97,33.99,22,5284,982,2613,932,4.7332,289900,"<1H OCEAN"
-117.98,34,22,3632,538,1968,566,6.019,324900,"<1H OCEAN"
-117.99,33.98,18,8399,1144,3727,1107,6.9695,360400,"<1H OCEAN"
-117.96,34,33,5462,952,3527,914,4.4038,186700,"<1H OCEAN"
-117.92,33.98,10,16414,2919,8907,2714,6.1552,362500,"<1H OCEAN"
-117.96,33.98,25,1259,184,599,170,5.7407,302200,"<1H OCEAN"
-117.9,33.97,23,7353,1255,4014,1124,5.4155,213200,"<1H OCEAN"
-117.75,34.06,52,1171,318,1126,276,1.9762,105800,"INLAND"
-117.75,34.06,52,62,9,44,16,0.4999,112500,"INLAND"
-117.75,34.06,52,24,6,46,7,1.625,67500,"INLAND"
-117.94,34.14,33,1620,283,868,275,5.411,219400,"INLAND"
-117.97,34.13,33,2038,473,1546,469,3.4777,144500,"INLAND"
-117.98,34.13,37,1447,309,1279,290,4.0083,142900,"INLAND"
-117.98,34.13,29,2110,460,1890,448,3.6806,130500,"INLAND"
-118.04,34.17,52,1885,401,764,373,4.0385,265700,"INLAND"
-118.03,34.16,39,2731,366,1034,338,9.8098,500001,"INLAND"
-118.06,34.14,40,2662,379,1151,387,8.4889,500001,"INLAND"
-118.04,34.15,34,1523,311,676,295,3.3621,377200,"INLAND"
-118.04,34.13,35,249,31,268,29,15.0001,500001,"INLAND"
-118.05,34.13,23,3264,729,1475,668,3.735,218300,"INLAND"
-118.03,34.13,33,2352,373,995,359,4.9583,445700,"INLAND"
-118.02,34.12,36,1471,246,751,230,5.4555,395100,"INLAND"
-118.02,34.12,38,1778,288,870,281,6.5784,408500,"INLAND"
-118.01,34.14,20,3350,831,1816,744,2.8352,161700,"INLAND"
-118.02,34.11,39,1504,280,718,261,4.625,219000,"INLAND"
-118.04,34.11,44,773,120,405,121,5,447100,"INLAND"
-118.04,34.12,44,2007,288,921,307,6.5989,500001,"INLAND"
-118.04,34.12,30,2170,318,984,309,5.6916,500001,"INLAND"
-118.04,34.1,38,2317,451,1155,426,4.1488,235300,"INLAND"
-118.06,34.09,40,1975,389,1116,378,4.2898,251600,"<1H OCEAN"
-118.07,34.09,40,1745,370,1293,357,2.5474,198100,"<1H OCEAN"
-118.08,34.09,33,2557,578,1715,530,2.9196,208800,"<1H OCEAN"
-118.04,34.08,35,1148,258,975,253,4.037,173300,"<1H OCEAN"
-118.01,34.1,35,2120,412,1375,405,3.4609,166300,"INLAND"
-118,34.08,29,2003,401,1520,364,3.994,195300,"INLAND"
-118.02,34.08,31,2402,632,2830,603,2.3333,164200,"INLAND"
-118.03,34.08,37,775,179,726,183,3.25,159200,"INLAND"
-118.04,34.07,52,177,59,269,75,2.3611,131300,"<1H OCEAN"
-118.05,34.08,25,4909,1422,4983,1293,2.7254,143500,"<1H OCEAN"
-118.07,34.07,19,1554,393,1427,370,3.125,207100,"<1H OCEAN"
-118.03,34.06,24,2343,834,3537,824,2.1094,135200,"<1H OCEAN"
-118.07,34.06,34,2873,718,2758,699,2.5985,168600,"<1H OCEAN"
-118.04,34.05,32,1252,273,1337,263,2.6579,156800,"<1H OCEAN"
-118.04,34.05,34,1058,230,1043,229,3.0536,137500,"<1H OCEAN"
-118.04,34.04,35,1734,363,1527,344,3,160600,"<1H OCEAN"
-118.02,34.05,28,991,255,1145,265,2.3611,167000,"<1H OCEAN"
-118.07,34.17,34,4062,597,1525,566,7.8588,454800,"INLAND"
-118.07,34.17,35,2142,373,986,374,5.7051,326000,"INLAND"
-118.13,34.2,46,1271,236,573,210,4.9312,240200,"INLAND"
-118.13,34.19,43,1621,365,1015,329,2.92,242200,"INLAND"
-118.15,34.21,34,2765,515,1422,438,5.4727,238900,"INLAND"
-118.16,34.19,40,1840,358,1218,347,4.25,177900,"<1H OCEAN"
-118.18,34.22,40,1983,298,853,271,5.9845,241700,"<1H OCEAN"
-118.21,34.2,35,3646,552,1409,534,6.3794,500001,"<1H OCEAN"
-118.18,34.19,48,1371,NA,528,155,15.0001,500001,"<1H OCEAN"
-118.2,34.19,38,2176,266,798,243,15.0001,500001,"<1H OCEAN"
-118.16,34.18,44,1870,389,1345,391,1.8932,136100,"<1H OCEAN"
-118.16,34.17,52,1193,228,703,221,3.1741,163800,"<1H OCEAN"
-118.15,34.18,42,1521,320,1118,311,3.3125,154900,"<1H OCEAN"
-118.15,34.19,38,1750,411,1398,409,2.3967,163100,"<1H OCEAN"
-118.13,34.18,52,3094,519,1309,488,6.4223,310900,"INLAND"
-118.1,34.17,46,1774,315,753,330,4.7241,279600,"INLAND"
-118.12,34.17,37,2705,676,1551,608,2.2692,225000,"INLAND"
-118.13,34.17,52,1784,368,966,345,3.6094,261500,"<1H OCEAN"
-118.14,34.17,42,2757,713,2112,653,2.7148,166800,"<1H OCEAN"
-118.14,34.17,40,1054,251,1056,276,2.3,146700,"<1H OCEAN"
-118.16,34.16,44,1284,278,925,261,1.7321,178400,"<1H OCEAN"
-118.14,34.17,34,2384,604,2073,540,2.3062,158000,"<1H OCEAN"
-118.14,34.16,36,2973,807,2846,784,2.6217,156300,"<1H OCEAN"
